=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.01.25 16:20:42 =~=~=~=~=~=~=~=~=~=~=~=


saved (sp) diffs
 Modeling bitmap              1 ->       247,       [0x] (* Xm)
Reset to defaults? [Y/n]:n N.  moving on...

End setup()

Ib Amp sense ADC pin 13 started using TSC2010
Ib No Amp sense ADC pin 11 started using TSC2010
DS18 1-wire Tb started
Vb sense ADC pin started
vv1;cmd: vv1
 Verbosity                    0 ->         0,        int (* vv)
 Verbosity                    0 ->         1,        int (* vv)
unit,               hm,                  cTime,       dt,       chm,qcrs,sat,sel,mod,bmso, Tb,  vb,  ib,   ib_charge, voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,soc_min,
g20240109_pro3p2_bb, 2000-01-01T01:20:39,946689639.583, 0.100, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:20:40,946689639.983, 0.100, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:20:40,946689640.383, 0.100, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
Dg20240109_pro3p2_bb, 2000-01-01T01:20:41,946689640.783, 0.100, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
Pg20240109_pro3p2_bb, 2000-01-01T01:20:41,946689641.183, 0.100, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:20:41,946689641.583, 0.100, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:20:42,946689641.983, 0.100, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
40g20240109_pro3p2_bb, 2000-01-01T01:20:42,946689642.383, 0.100, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
;cmd: DP40
 Print mult x Dr              4 ->         4,       uint (  DP)
 Print mult x Dr              4 ->        40,       uint (  DP)
Dr20g20240109_pro3p2_bb, 2000-01-01T01:20:46,946689646.383, 0.100, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
;cmd: Dr20
 Minor frame               100 ->        100,         ms (  Dr)
 Minor frame               100 ->         20,         ms (  Dr)
g20240109_pro3p2_bb, 2000-01-01T01:20:47,946689647.425, 0.020, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:20:48,946689648.237, 0.020, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:20:49,946689649.056, 0.020, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:20:50,946689649.862, 0.020, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:20:51,946689650.677, 0.020, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
DPg20240109_pro3p2_bb, 2000-01-01T01:20:51,946689651.496, 0.020, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
400g20240109_pro3p2_bb, 2000-01-01T01:20:52,946689652.302, 0.020, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
;cmd: DP400
 Print mult x Dr              4 ->        40,       uint (  DP)
 Print mult x Dr              4 ->       144,       uint (  DP)
DR rg20240109_pro3p2_bb, 2000-01-01T01:20:55,946689655.256, 0.020, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
2;cmd: Dr2
 Minor frame               100 ->         20,         ms (  Dr)
 Minor frame               100 ->          2,         ms (  Dr)
g20240109_pro3p2_bb, 2000-01-01T01:20:57,946689657.174, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:20:57,946689657.510, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:20:58,946689657.822, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:20:58,946689658.133, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:20:58,946689658.470, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:20:59,946689658.782, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:20:59,946689659.094, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:20:59,946689659.406, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:00,946689659.744, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:00,946689660.129, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
Dg20240109_pro3p2_bb, 2000-01-01T01:21:00,946689660.441, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
rg20240109_pro3p2_bb, 2000-01-01T01:21:01,946689660.753, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:01,946689661.090, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:01,946689661.402, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
1g2;0240109_pro3p2_bb, 2000-01-01T01:21:02,946689661.714, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
cmd: Dr1
 Minor frame               100 ->          2,         ms (  Dr)
 Minor frame               100 ->          1,         ms (  Dr)
g20240109_pro3p2_bb, 2000-01-01T01:21:02,946689661.931, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:02,946689662.157, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:02,946689662.358, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:02,946689662.559, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:03,946689662.759, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:03,946689662.959, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:03,946689663.160, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:03,946689663.387, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:03,946689663.587, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:04,946689663.787, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:04,946689663.988, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:04,946689664.188, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:04,946689664.388, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:04,946689664.616, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:05,946689664.816, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:05,946689665.016, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:05,946689665.216, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
Dg20240109_pro3p2_bb, 2000-01-01T01:21:05,946689665.417, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:05,946689665.618, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:06,946689665.845, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
Pg20240109_pro3p2_bb, 2000-01-01T01:21:06,946689666.045, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:06,946689666.246, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:06,946689666.446, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:07,946689666.645, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:07,946689666.872, 0.028, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:07,946689667.072, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:07,946689667.272, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
40g20240109_pro3p2_bb, 2000-01-01T01:21:07,946689667.473, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:08,946689667.673, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
0g20240109_pro3p2_bb, 2000-01-01T01:21:08,946689667.873, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:08,946689668.099, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:08,946689668.299, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:08,946689668.499, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:09,946689668.699, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:09,946689668.899, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
0g20240109_pro3p2_bb, 2000-01-01T01:21:09,946689669.099, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
;g20240109_pro3p2_bb, 2000-01-01T01:21:09,946689669.325, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:09,946689669.526, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
cmd: DP4000
 Print mult x Dr              4 ->       144,       uint (  DP)
 Print mult x Dr              4 ->       160,       uint (  DP)
g20240109_pro3p2_bb, 2000-01-01T01:21:10,946689669.791, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:10,946689670.049, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:10,946689670.268, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:10,946689670.515, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:11,946689670.735, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:11,946689670.954, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:11,946689671.174, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:11,946689671.393, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
Dg20240109_pro3p2_bb, 2000-01-01T01:21:11,946689671.613, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:12,946689671.858, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
Pg20240109_pro3p2_bb, 2000-01-01T01:21:12,946689672.078, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:12,946689672.297, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:12,946689672.516, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:13,946689672.735, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:13,946689672.982, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:13,946689673.203, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
4g20240109_pro3p2_bb, 2000-01-01T01:21:13,946689673.422, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
0g20240109_pro3p2_bb, 2000-01-01T01:21:14,946689673.642, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:21:14,946689673.862, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
