unit_h, 2023-12-18T23:22:24, 1702941744,  17.312,  13.283,  -0.193,  -0.173,  17.312,  13.283,  -0.193,  0.8307,  0.0709,  0.8515,  13.287,  13.287,   0.000, 0, 0,
unit_h, 2023-12-18T23:52:24, 1702943544,  17.375,  13.287,  -0.158,  -0.173,  17.375,  13.287,  -0.158,  0.8293,  0.0715,  0.8427,  13.291,  13.291,   0.000, 0, 0,
unit_h, 2023-12-19T00:22:24, 1702945344,  17.375,  13.283,  -0.193,  -0.087,  17.375,  13.283,  -0.193,  0.8283,  0.0715,  0.8353,  13.287,  13.287,   0.000, 0, 0,
unit_h, 2023-12-19T00:52:24, 1702947144,  17.375,  13.287,  -0.158,  -0.173,  17.375,  13.287,  -0.158,  0.8274,  0.0715,  0.8294,  13.291,  13.291,   0.002, 1024, 0,
unit_h, 2023-12-19T01:22:25, 1702948945,  17.375,  13.287,  -0.193,  -0.173,  17.375,  13.287,  -0.193,  0.8264,  0.0715,  0.8237,  13.292,  13.292,   0.002, 0, 0,
unit_h, 2023-12-19T01:52:25, 1702950745,  17.375,  13.275,  -0.193,  -0.173,  17.375,  13.275,  -0.193,  0.8256,  0.0715,  0.8203,  13.278,  13.278,   0.001, 0, 0,
unit_h, 2023-12-19T02:22:25, 1702952545,  17.437,  13.219,  -1.340,  -1.302,  17.437,  13.219,  -1.340,  0.8178,  0.0719,  0.7200,  13.246,  13.246,   0.048, 0, 0,
unit_h, 2023-12-19T02:52:25, 1702954345,  17.437,  13.188,  -1.583,  -1.562,  17.437,  13.188,  -1.583,  0.8097,  0.0721,  0.6406,  13.220,  13.220,   0.058, 0, 0,
unit_h, 2023-12-19T03:22:25, 1702956145,  17.500,  13.202,  -1.583,  -1.562,  17.500,  13.202,  -1.583,  0.8015,  0.0727,  0.6258,  13.233,  13.233,   0.057, 0, 0,
unit_h, 2023-12-19T03:52:25, 1702957945,  17.562,  13.214,  -0.853,  -0.780,  17.562,  13.214,  -0.853,  0.7945,  0.0732,  0.6256,  13.231,  13.231,   0.048, 0, 0,
unit_h, 2023-12-19T04:22:25, 1702959745,  17.625,  13.236,  -0.853,  -0.868,  17.625,  13.236,  -0.853,  0.7896,  0.0739,  0.6416,  13.253,  13.253,   0.041, 0, 0,
unit_h, 2023-12-19T04:52:25, 1702961545,  17.625,  13.223,  -0.750,  -0.693,  17.625,  13.223,  -0.750,  0.7854,  0.0739,  0.6484,  13.238,  13.238,   0.037, 0, 0,
unit_h, 2023-12-19T05:22:25, 1702963345,  17.687,  13.223,  -0.818,  -0.780,  17.687,  13.223,  -0.818,  0.7811,  0.0744,  0.6532,  13.239,  13.239,   0.036, 0, 0,
unit_h, 2023-12-19T05:52:25, 1702965145,  17.687,  13.219,  -0.888,  -0.868,  17.687,  13.219,  -0.888,  0.7770,  0.0744,  0.6519,  13.237,  13.237,   0.038, 0, 0,
unit_h, 2023-12-19T06:22:25, 1702966945,  17.687,  13.223,  -0.853,  -0.780,  17.687,  13.223,  -0.853,  0.7728,  0.0744,  0.6482,  13.240,  13.240,   0.039, 0, 0,
unit_h, 2023-12-19T06:52:26, 1702968746,  17.687,  13.219,  -0.783,  -0.693,  17.687,  13.219,  -0.783,  0.7686,  0.0744,  0.6454,  13.235,  13.235,   0.038, 0, 0,
unit_h, 2023-12-19T07:22:26, 1702970546,  17.687,  13.219,  -0.853,  -0.868,  17.687,  13.219,  -0.853,  0.7646,  0.0744,  0.6437,  13.236,  13.236,   0.040, 0, 0,
unit_h, 2023-12-19T07:52:26, 1702972346,  17.687,  13.214,  -0.645,  -0.693,  17.687,  13.214,  -0.645,  0.7606,  0.0744,  0.6391,  13.227,  13.227,   0.042, 0, 0,
unit_h, 2023-12-19T08:22:26, 1702974146,  17.687,  13.223,  -1.027,  -1.042,  17.687,  13.223,  -1.027,  0.7568,  0.0744,  0.6376,  13.242,  13.242,   0.041, 0, 0,
unit_h, 2023-12-19T08:52:26, 1702975946,  17.687,  13.236,  -0.228,  -0.173,  17.687,  13.236,  -0.228,  0.7553,  0.0744,  0.6563,  13.241,  13.241,   0.022, 1024, 0,
unit_h, 2023-12-19T09:22:26, 1702977746,  17.682,  13.275,  -0.193,  -0.173,  17.682,  13.275,  -0.193,  0.7544,  0.0744,  0.6776,  13.278,  13.278,   0.015, 0, 0,
unit_h, 2023-12-19T09:52:26, 1702979546,  17.618,  13.249,  -0.193,  -0.173,  17.618,  13.249,  -0.193,  0.7539,  0.0738,  0.6879,  13.252,  13.252,   0.012, 0, 0,
unit_h, 2023-12-19T10:22:26, 1702981346,  17.557,  13.262,  -0.193,  -0.173,  17.557,  13.262,  -0.193,  0.7534,  0.0732,  0.6940,  13.266,  13.266,   0.011, 0, 0,
unit_h, 2023-12-19T10:52:26, 1702983146,  17.493,  13.253,  -0.193,  -0.173,  17.493,  13.253,  -0.193,  0.7530,  0.0726,  0.6979,  13.258,  13.258,   0.009, 0, 0,
unit_h, 2023-12-19T11:22:26, 1702984946,  17.432,  13.279,  -0.193,  -0.173,  17.432,  13.279,  -0.193,  0.7525,  0.0721,  0.7002,  13.283,  13.283,   0.007, 1024, 0,
unit_h, 2023-12-19T11:52:27, 1702986747,  17.368,  13.249,  -0.193,  -0.173,  17.368,  13.249,  -0.193,  0.7521,  0.0715,  0.7013,  13.252,  13.252,   0.007, 1024, 0,
unit_h, 2023-12-19T12:22:27, 1702988547,  17.307,  13.262,  -0.193,  -0.173,  17.307,  13.262,  -0.193,  0.7516,  0.0709,  0.7027,  13.266,  13.266,   0.007, 1024, 0,
unit_h, 2023-12-19T12:52:27, 1702990347,  17.243,  13.253,  -0.158,  -0.087,  17.243,  13.253,  -0.158,  0.7512,  0.0703,  0.7046,  13.257,  13.257,   0.007, 1024, 0,
unit_h, 2023-12-19T13:22:27, 1702992147,  17.182,  13.275,  -0.053,  -0.087,  17.182,  13.275,  -0.053,  0.7511,  0.0698,  0.7102,  13.276,  13.276,   0.002, 0, 0,
unit_h, 2023-12-19T13:52:27, 1702993947,  17.118,  13.283,   0.188,   0.172,  17.118,  13.283,   0.188,  0.7518,  0.0691,  0.7286,  13.280,  13.280,  -0.007, 1024, 0,
unit_h, 2023-12-19T14:22:27, 1702995747,  17.118,  13.343,   1.230,   1.215,  17.118,  13.343,   1.230,  0.7546,  0.0691,  0.7931,  13.319,  13.319,  -0.049, 0, 0,
unit_h, 2023-12-19T14:52:27, 1702997547,  17.125,  13.460,   3.665,   3.732,  17.125,  13.460,   3.665,  0.7650,  0.0692,  0.9567,  13.390,  13.390,  -0.111, 0, 0,
unit_h, 2023-12-19T15:22:27, 1702999347,  17.187,  13.482,   3.630,   3.818,  17.187,  13.482,   3.630,  0.7784,  0.0698,  0.9861,  13.411,  13.411,  -0.132, 0, 0,
unit_h, 2023-12-19T15:52:27, 1703001147,  17.250,  13.602,   9.053,   9.288,  17.250,  13.602,   9.053,  0.8011,  0.0704,  0.9870,  13.425,  13.425,  -0.133, 0, 0,
unit_h, 2023-12-19T16:22:27, 1703002947,  17.375,  13.581,   9.678,   9.982,  17.375,  13.581,   9.678,  0.8465,  0.0715,  0.9864,  13.390,  13.390,  -0.116, 0, 0,
unit_h, 2023-12-19T16:52:28, 1703004748,  17.687,  13.581,   8.462,   8.767,  17.687,  13.581,   8.462,  0.8898,  0.0744,  0.9869,  13.412,  13.412,  -0.118, 0, 0,
unit_h, 2023-12-19T17:22:28, 1703006548,  17.937,  13.383,   0.397,   0.520,  17.937,  13.383,   0.397,  0.9054,  0.0767,  0.9838,  13.375,  13.375,  -0.074, 0, 0,
unit_h, 2023-12-19T17:52:28, 1703008348,  18.125,  13.378,   0.397,   0.433,  18.125,  13.378,   0.397,  0.9085,  0.0785,  0.9833,  13.371,  13.371,  -0.067, 1024, 0,
unit_h, 2023-12-19T18:22:28, 1703010148,  18.250,  13.374,   0.605,   0.607,  18.250,  13.374,   0.605,  0.9111,  0.0797,  0.9831,  13.362,  13.362,  -0.065, 0, 0,
unit_h, 2023-12-19T18:52:28, 1703011948,  18.312,  13.361,   0.432,   0.433,  18.312,  13.361,   0.432,  0.9127,  0.0803,  0.9828,  13.352,  13.352,  -0.059, 0, 0,
unit_h, 2023-12-19T19:22:28, 1703013748,  18.375,  13.361,   0.675,   0.693,  18.375,  13.361,   0.675,  0.9141,  0.0808,  0.9827,  13.349,  13.349,  -0.057, 0, 0,
unit_h, 2023-12-19T19:52:28, 1703015548,  18.375,  13.417,   1.405,   1.562,  18.375,  13.417,   1.405,  0.9194,  0.0808,  0.9840,  13.389,  13.389,  -0.078, 0, 0,
unit_h, 2023-12-19T20:22:28, 1703017348,  18.375,  13.369,   0.327,   0.347,  18.375,  13.369,   0.327,  0.9236,  0.0808,  0.9833,  13.363,  13.363,  -0.065, 0, 0,
unit_h, 2023-12-19T20:52:28, 1703019148,  18.375,  13.352,  -0.018,   0.000,  18.375,  13.352,  -0.018,  0.9241,  0.0808,  0.9822,  13.352,  13.352,  -0.046, 0, 0,
unit_h, 2023-12-19T21:22:28, 1703020948,  18.368,  13.331,  -0.193,  -0.173,  18.368,  13.331,  -0.193,  0.9235,  0.0808,  0.9816,  13.334,  13.334,  -0.036, 1024, 0,
unit_h, 2023-12-19T21:52:29, 1703022749,  18.307,  13.331,  -0.193,  -0.173,  18.307,  13.331,  -0.193,  0.9232,  0.0802,  0.9812,  13.335,  13.335,  -0.029, 0, 0,
unit_h, 2023-12-19T22:22:29, 1703024549,  18.182,  13.318,  -0.193,  -0.087,  18.182,  13.318,  -0.193,  0.9234,  0.0791,  0.9812,  13.322,  13.322,  -0.027, 0, 0,
unit_h, 2023-12-19T22:52:29, 1703026349,  18.118,  13.322,  -0.193,  -0.173,  18.118,  13.322,  -0.193,  0.9231,  0.0784,  0.9808,  13.326,  13.326,  -0.025, 1024, 0,
unit_h, 2023-12-19T23:22:29, 1703028149,  18.057,  13.327,  -0.193,  -0.087,  18.057,  13.327,  -0.193,  0.9227,  0.0779,  0.9809,  13.330,  13.330,  -0.023, 1024, 0,
unit_h, 2023-12-19T23:52:29, 1703029949,  17.993,  13.313,  -0.193,  -0.260,  17.993,  13.313,  -0.193,  0.9224,  0.0773,  0.9808,  13.318,  13.318,  -0.021, 0, 0,
unit_h, 2023-12-20T00:22:29, 1703031749,  17.932,  13.318,  -0.193,  -0.173,  17.932,  13.318,  -0.193,  0.9220,  0.0767,  0.9806,  13.322,  13.322,  -0.021, 1024, 0,
unit_h, 2023-12-20T00:52:29, 1703033549,  17.868,  13.313,  -0.193,  -0.087,  17.868,  13.313,  -0.193,  0.9214,  0.0764,  0.9816,  13.318,  13.318,  -0.020, 1024, 0,
unit_h, 2023-12-20T01:22:29, 1703035349,  17.868,  13.318,  -0.193,  -0.173,  17.868,  13.318,  -0.193,  0.9207,  0.0761,  0.9804,  13.322,  13.322,  -0.017, 0, 0,
unit_h, 2023-12-20T01:52:29, 1703037149,  17.807,  13.309,  -0.193,  -0.087,  17.807,  13.309,  -0.193,  0.9204,  0.0756,  0.9805,  13.313,  13.313,  -0.015, 1024, 0,
unit_h, 2023-12-20T02:22:29, 1703038949,  17.743,  13.313,  -0.193,  -0.087,  17.743,  13.313,  -0.193,  0.9201,  0.0750,  0.9803,  13.318,  13.318,  -0.015, 0, 0,
unit_h, 2023-12-20T02:52:30, 1703040750,  17.682,  13.313,  -0.193,  -0.173,  17.682,  13.313,  -0.193,  0.9197,  0.0744,  0.9803,  13.318,  13.318,  -0.014, 0, 0,
unit_h, 2023-12-20T03:22:30, 1703042550,  17.618,  13.236,  -1.757,  -1.823,  17.618,  13.236,  -1.757,  0.9122,  0.0738,  0.9467,  13.271,  13.271,   0.036, 0, 0,
unit_h, 2023-12-20T03:52:30, 1703044350,  17.557,  13.232,  -1.513,  -1.475,  17.557,  13.232,  -1.513,  0.9050,  0.0732,  0.8813,  13.262,  13.262,   0.035, 0, 0,
unit_h, 2023-12-20T04:22:30, 1703046150,  17.557,  13.240,  -1.305,  -1.302,  17.557,  13.240,  -1.305,  0.8976,  0.0732,  0.8131,  13.267,  13.267,   0.034, 0, 0,
unit_h, 2023-12-20T04:52:30, 1703047950,  17.493,  13.223,  -1.548,  -1.475,  17.493,  13.223,  -1.548,  0.8906,  0.0726,  0.7551,  13.253,  13.253,   0.037, 0, 0,
unit_h, 2023-12-20T05:22:30, 1703049750,  17.493,  13.249,  -1.062,  -1.042,  17.493,  13.249,  -1.062,  0.8856,  0.0726,  0.7308,  13.270,  13.270,   0.029, 0, 0,
unit_h, 2023-12-20T05:52:30, 1703051550,  17.432,  13.266,  -0.402,  -0.347,  17.432,  13.266,  -0.402,  0.8818,  0.0721,  0.7258,  13.273,  13.273,   0.024, 0, 0,
unit_h, 2023-12-20T06:22:30, 1703053350,  17.368,  13.258,  -0.818,  -0.780,  17.368,  13.258,  -0.818,  0.8786,  0.0715,  0.7317,  13.274,  13.274,   0.022, 0, 0,
unit_h, 2023-12-20T06:52:30, 1703055150,  17.307,  13.258,  -0.888,  -0.868,  17.307,  13.258,  -0.888,  0.8752,  0.0709,  0.7309,  13.275,  13.275,   0.025, 0, 0,
unit_h, 2023-12-20T07:22:30, 1703056950,  17.243,  13.249,  -0.783,  -0.780,  17.243,  13.249,  -0.783,  0.8718,  0.0703,  0.7259,  13.265,  13.265,   0.028, 0, 0,
unit_h, 2023-12-20T07:52:31, 1703058751,  17.243,  13.253,  -0.923,  -0.868,  17.243,  13.253,  -0.923,  0.8674,  0.0703,  0.7093,  13.271,  13.271,   0.029, 0, 0,
unit_h, 2023-12-20T08:22:31, 1703060551,  17.118,  13.266,  -0.228,  -0.173,  17.118,  13.266,  -0.228,  0.8646,  0.0691,  0.6996,  13.271,  13.271,   0.022, 0, 0,
unit_h, 2023-12-20T08:52:31, 1703062351,  17.057,  13.287,  -0.158,  -0.087,  17.057,  13.287,  -0.158,  0.8642,  0.0686,  0.7261,  13.291,  13.291,   0.010, 0, 0,
unit_h, 2023-12-20T09:22:31, 1703064151,  16.993,  13.283,  -0.193,  -0.173,  16.993,  13.283,  -0.193,  0.8638,  0.0680,  0.7594,  13.287,  13.287,   0.004, 1024, 0,
unit_h, 2023-12-20T09:52:31, 1703065951,  16.868,  13.292,  -0.193,  -0.087,  16.868,  13.292,  -0.193,  0.8639,  0.0668,  0.7913,  13.296,  13.296,   0.004, 0, 0,
unit_h, 2023-12-20T10:22:31, 1703067751,  16.743,  13.283,  -0.193,  -0.087,  16.743,  13.283,  -0.193,  0.8641,  0.0656,  0.8113,  13.287,  13.287,   0.003, 0, 0,
unit_h, 2023-12-20T10:52:31, 1703069551,  16.618,  13.283,  -0.158,  -0.173,  16.618,  13.283,  -0.158,  0.8642,  0.0645,  0.8248,  13.287,  13.287,   0.003, 0, 0,
unit_h, 2023-12-20T11:22:31, 1703071351,  16.493,  13.283,  -0.193,  -0.173,  16.493,  13.283,  -0.193,  0.8642,  0.0635,  0.8344,  13.287,  13.287,   0.003, 1024, 0,
unit_h, 2023-12-20T11:52:31, 1703073151,  16.368,  13.287,  -0.158,  -0.173,  16.368,  13.287,  -0.158,  0.8646,  0.0621,  0.8421,  13.291,  13.291,   0.004, 0, 0,
unit_h, 2023-12-20T12:22:31, 1703074951,  16.243,  13.279,  -0.193,  -0.173,  16.243,  13.279,  -0.193,  0.8648,  0.0610,  0.8445,  13.283,  13.283,   0.006, 0, 0,
unit_h, 2023-12-20T12:52:32, 1703076752,  16.118,  13.287,  -0.053,   0.000,  16.118,  13.287,  -0.053,  0.8651,  0.0598,  0.8465,  13.289,  13.289,   0.002, 0, 0,
unit_h, 2023-12-20T13:22:32, 1703078552,  15.995,  13.309,   0.118,   0.172,  15.995,  13.309,   0.118,  0.8663,  0.0587,  0.8660,  13.307,  13.307,  -0.009, 1024, 0,
unit_h, 2023-12-20T13:52:32, 1703080352,  15.870,  13.327,   0.362,   0.347,  15.870,  13.327,   0.362,  0.8684,  0.0575,  0.9132,  13.319,  13.319,  -0.026, 0, 0,
unit_h, 2023-12-20T14:22:32, 1703082152,  15.807,  13.499,   3.943,   4.078,  15.807,  13.499,   3.943,  0.8816,  0.0569,  0.9872,  13.421,  13.421,  -0.136, 0, 0,
unit_h, 2023-12-20T14:52:32, 1703083952,  15.682,  13.482,   2.795,   2.863,  15.682,  13.482,   2.795,  0.9001,  0.0558,  0.9866,  13.428,  13.428,  -0.122, 0, 0,
unit_h, 2023-12-20T15:22:32, 1703085752,  15.682,  13.499,   3.490,   3.558,  15.682,  13.499,   3.490,  0.9142,  0.0558,  0.9877,  13.431,  13.431,  -0.140, 0, 0,
unit_h, 2023-12-20T15:52:32, 1703087552,  15.620,  13.658,   9.158,   9.462,  15.620,  13.658,   9.158,  0.9383,  0.0552,  0.9900,  13.480,  13.480,  -0.178, 0, 0,
unit_h, 2023-12-20T16:22:32, 1703089352,  15.625,  13.766,   9.610,   9.895,  15.625,  13.766,   9.610,  0.9852,  0.0552,  0.9908,  13.577,  13.577,  -0.170, 0, 0,
unit_h, 2023-12-20T16:52:32, 1703091152,  15.937,  14.502,   0.397,   0.520,  15.937,  14.502,   0.397,  1.0000,  0.0581,  0.9984,  14.492,  14.492,   0.200, 0, 0,
unit_h, 2023-12-20T17:22:32, 1703092952,  16.125,  14.502,   0.048,   0.085,  16.125,  14.502,   0.048,  1.0000,  0.0599,  0.9984,  14.501,  14.501,   0.196, 1024, 0,
unit_h, 2023-12-20T17:52:33, 1703094753,  16.312,  14.502,   0.048,   0.085,  16.312,  14.502,   0.048,  1.0000,  0.0616,  0.9983,  14.501,  14.501,   0.202, 0, 0,
unit_h, 2023-12-20T18:22:33, 1703096553,  16.437,  14.476,   0.013,   0.085,  16.437,  14.476,   0.013,  1.0000,  0.0628,  0.9982,  14.476,  14.476,   0.208, 0, 0,
unit_h, 2023-12-20T18:52:33, 1703098353,  16.500,  14.498,   0.048,   0.085,  16.500,  14.498,   0.048,  1.0000,  0.0634,  0.9982,  14.497,  14.497,   0.212, 0, 0,
unit_h, 2023-12-20T19:22:33, 1703100153,  16.500,  14.489,   0.013,   0.000,  16.500,  14.489,   0.013,  1.0000,  0.0634,  0.9982,  14.489,  14.489,   0.214, 0, 0,
unit_h, 2023-12-20T19:52:33, 1703101953,  16.562,  14.498,   0.048,   0.085,  16.562,  14.498,   0.048,  1.0000,  0.0639,  0.9982,  14.497,  14.497,   0.210, 1024, 0,
unit_h, 2023-12-20T20:22:33, 1703103753,  16.562,  14.498,   0.013,   0.085,  16.562,  14.498,   0.013,  1.0000,  0.0639,  0.9982,  14.498,  14.498,   0.205, 0, 0,
unit_h, 2023-12-20T20:52:33, 1703105553,  16.562,  14.489,   0.013,   0.085,  16.562,  14.489,   0.013,  1.0000,  0.0639,  0.9983,  14.489,  14.489,   0.208, 1024, 0,
