unit_h, 2022-11-25T08:01:30, 1669377690,   6.307,  13.176,  -0.137,  0.9286,  0.9396,  13.178,  13.179, 0,
unit_h, 2022-11-25T08:31:30, 1669379490,   6.625,  13.650,  -0.137,  0.9973,  0.9961,  13.649,  13.790, 128,
unit_h, 2022-11-25T09:01:30, 1669381290,   7.500,  13.516,  -0.068,  0.9881,  0.9940,  13.517,  13.518, 128,
unit_h, 2022-11-25T09:31:30, 1669383090,   7.750,  13.508,   0.063,  0.9858,  0.9938,  13.507,  13.507, 128,
unit_h, 2022-11-25T10:01:30, 1669384890,   7.812,  13.516,   0.130,  0.9857,  0.9941,  13.515,  13.514, 128,
unit_h, 2022-11-25T10:31:30, 1669386690,   7.937,  13.533,   0.063,  0.9848,  0.9942,  13.533,  13.533, 128,
unit_h, 2022-11-25T11:01:31, 1669388491,   8.062,  14.312,   0.197,  1.0000,  1.0000,  14.309,  14.509, 0,
unit_h, 2022-11-25T11:31:31, 1669390291,   8.687,  14.338,   0.197,  1.0000,  1.0000,  14.336,  14.536, 0,
unit_h, 2022-11-25T12:01:31, 1669392091,   9.375,  14.451,   0.398,  1.0000,  1.0000,  14.446,  14.646, 0,
unit_h, 2022-11-25T12:31:31, 1669393891,  10.062,  14.433,   0.263,  1.0000,  1.0000,  14.430,  14.630, 0,
unit_h, 2022-11-25T13:01:31, 1669395691,  10.562,  14.420,   0.197,  1.0000,  1.0000,  14.418,  14.617, 0,
unit_h, 2022-11-25T13:31:31, 1669397491,  11.062,  14.218,  -0.002,  0.9999,  0.9998,  14.218,  14.418, 0,
unit_h, 2022-11-25T14:01:31, 1669399291,  11.187,  14.016,  -0.068,  0.9996,  0.9986,  14.017,  14.217, 0,
unit_h, 2022-11-25T14:31:31, 1669401091,  10.995,  13.857,  -0.137,  0.9999,  0.9977,  13.858,  14.058, 0,
unit_h, 2022-11-25T15:01:31, 1669402891,  10.682,  13.852,   0.263,  1.0000,  0.9976,  13.849,  14.049, 0,
unit_h, 2022-11-25T15:31:31, 1669404691,  10.557,  14.412,   0.197,  1.0000,  1.0000,  14.409,  14.609, 0,
unit_h, 2022-11-25T16:01:32, 1669406492,  10.937,  14.334,   0.063,  1.0000,  1.0000,  14.333,  14.533, 0,
unit_h, 2022-11-25T16:31:32, 1669408292,  11.312,  14.312,   0.063,  1.0000,  1.0000,  14.312,  14.512, 0,
unit_h, 2022-11-25T17:01:32, 1669410092,  11.245,  13.998,  -0.203,  0.9999,  0.9984,  14.001,  14.201, 0,
unit_h, 2022-11-25T17:31:32, 1669411892,  10.995,  13.779,  -0.137,  0.9999,  0.9972,  13.781,  13.981, 0,
unit_h, 2022-11-25T18:01:32, 1669413692,  10.807,  13.637,  -0.203,  0.9996,  0.9953,  13.639,  13.646, 0,
unit_h, 2022-11-25T18:31:32, 1669415492,  10.557,  13.547,  -0.203,  0.9999,  0.9943,  13.548,  13.550, 0,
unit_h, 2022-11-25T19:01:32, 1669417292,  10.370,  13.464,  -0.203,  0.9999,  0.9932,  13.467,  13.468, 0,
unit_h, 2022-11-25T19:31:32, 1669419092,  10.182,  13.417,  -0.203,  0.9998,  0.9925,  13.420,  13.421, 0,
unit_h, 2022-11-25T20:01:32, 1669420892,   9.870,  13.357,  -0.203,  0.9999,  0.9918,  13.359,  13.360, 0,
unit_h, 2022-11-25T20:31:32, 1669422692,   9.620,  13.322,  -0.203,  0.9999,  0.9912,  13.325,  13.326, 0,
unit_h, 2022-11-25T21:01:33, 1669424493,   9.370,  13.275,  -0.203,  0.9999,  0.9908,  13.277,  13.278, 0,
unit_h, 2022-11-25T21:31:33, 1669426293,   9.182,  13.275,  -0.203,  0.9998,  0.9905,  13.277,  13.278, 0,
unit_h, 2022-11-25T22:01:33, 1669428093,   8.932,  13.253,  -0.203,  0.9999,  0.9903,  13.256,  13.257, 0,
unit_h, 2022-11-25T22:31:33, 1669429893,   8.682,  13.215,  -0.203,  0.9999,  0.9900,  13.217,  13.218, 0,
unit_h, 2022-11-25T23:01:33, 1669431693,   8.432,  13.223,  -0.203,  0.9998,  0.9871,  13.226,  13.227, 0,
unit_h, 2022-11-25T23:31:33, 1669433493,   8.182,  13.206,  -0.203,  0.9999,  0.9760,  13.208,  13.210, 0,
unit_h, 2022-11-26T00:01:33, 1669435293,   7.993,  13.215,  -0.203,  0.9997,  0.9660,  13.217,  13.218, 0,
unit_h, 2022-11-26T00:31:33, 1669437093,   7.807,  13.210,  -0.203,  0.9997,  0.9603,  13.213,  13.214, 0,
unit_h, 2022-11-26T01:01:33, 1669438893,   7.618,  13.210,  -0.203,  0.9998,  0.9583,  13.213,  13.214, 0,
unit_h, 2022-11-26T01:31:33, 1669440693,   7.493,  13.206,  -0.203,  0.9996,  0.9579,  13.208,  13.210, 0,
unit_h, 2022-11-26T02:01:33, 1669442493,   7.307,  13.210,  -0.203,  0.9998,  0.9588,  13.213,  13.214, 0,
unit_h, 2022-11-26T02:31:34, 1669444294,   7.118,  13.215,  -0.203,  0.9998,  0.9599,  13.217,  13.218, 0,
unit_h, 2022-11-26T03:01:34, 1669446094,   6.932,  13.210,  -0.203,  0.9997,  0.9607,  13.213,  13.214, 0,
unit_h, 2022-11-26T03:31:34, 1669447894,   6.743,  13.193,  -0.203,  0.9998,  0.9619,  13.196,  13.197, 0,
unit_h, 2022-11-26T04:01:34, 1669449694,   6.557,  13.210,  -0.203,  0.9998,  0.9625,  13.213,  13.214, 0,
unit_h, 2022-11-26T04:31:34, 1669451494,   6.307,  13.184,  -0.203,  0.9999,  0.9629,  13.187,  13.188, 0,
unit_h, 2022-11-26T05:01:34, 1669453294,   6.118,  13.210,  -0.203,  0.9998,  0.9631,  13.213,  13.214, 0,
unit_h, 2022-11-26T05:31:34, 1669455094,   5.868,  13.189,  -0.203,  0.9999,  0.9627,  13.192,  13.193, 0,
unit_h, 2022-11-26T06:01:34, 1669456894,   5.682,  13.210,  -0.203,  0.9998,  0.9629,  13.213,  13.214, 0,
unit_h, 2022-11-26T06:31:34, 1669458694,   5.432,  13.193,  -0.203,  0.9999,  0.9629,  13.196,  13.197, 0,
unit_h, 2022-11-26T07:01:34, 1669460494,   5.182,  13.219,  -0.203,  0.9999,  0.9636,  13.222,  13.223, 0,
unit_h, 2022-11-26T07:31:35, 1669462295,   4.932,  13.223,  -0.203,  0.9999,  0.9637,  13.226,  13.227, 0,
unit_h, 2022-11-26T08:01:35, 1669464095,   4.743,  13.197,  -0.137,  0.9997,  0.9641,  13.199,  13.200, 0,
unit_h, 2022-11-26T08:31:35, 1669465895,   4.493,  13.128,  -3.215,  0.9987,  0.9609,  13.162,  13.172, 0,
unit_h, 2022-11-26T09:01:35, 1669467695,   6.625,  13.176,   0.197,  0.9628,  0.8899,  13.176,  13.182, 0,
unit_h, 2022-11-26T09:31:35, 1669469495,   7.625,  13.253,   1.402,  0.9567,  0.9433,  13.240,  13.236, 0,
unit_h, 2022-11-26T10:01:35, 1669471295,   7.618,  13.477,   4.547,  0.9764,  0.9923,  13.422,  13.396, 0,
unit_h, 2022-11-26T10:31:35, 1669473095,   7.618,  14.076,   5.483,  1.0000,  0.9986,  14.008,  14.208, 0,
unit_h, 2022-11-26T11:01:35, 1669474895,   7.312,  14.420,   0.263,  1.0000,  1.0000,  14.417,  14.617, 0,
unit_h, 2022-11-26T11:31:35, 1669476695,   7.937,  14.420,   0.263,  1.0000,  1.0000,  14.418,  14.617, 0,
unit_h, 2022-11-26T12:01:35, 1669478495,   8.625,  14.416,   0.197,  1.0000,  1.0000,  14.413,  14.613, 0,
unit_h, 2022-11-26T12:31:35, 1669480295,   9.187,  14.412,   0.263,  1.0000,  1.0000,  14.408,  14.608, 0,
unit_h, 2022-11-26T13:01:36, 1669482096,   9.750,  14.416,   0.263,  1.0000,  1.0000,  14.413,  14.613, 0,
unit_h, 2022-11-26T13:31:36, 1669483896,  10.250,  14.408,   0.197,  1.0000,  1.0000,  14.405,  14.605, 0,
unit_h, 2022-11-26T14:01:36, 1669485696,  10.687,  14.416,   0.263,  1.0000,  1.0000,  14.413,  14.613, 0,
unit_h, 2022-11-26T14:31:36, 1669487496,  11.062,  14.399,   0.197,  1.0000,  1.0000,  14.396,  14.596, 0,
unit_h, 2022-11-26T15:01:36, 1669489296,  11.375,  14.317,   0.130,  1.0000,  1.0000,  14.316,  14.516, 0,
unit_h, 2022-11-26T15:31:36, 1669491096,  11.437,  14.304,   0.063,  1.0000,  1.0000,  14.303,  14.503, 0,
unit_h, 2022-11-26T16:01:36, 1669492896,  11.307,  14.106,  -0.002,  0.9999,  0.9989,  14.107,  14.307, 0,
unit_h, 2022-11-26T16:31:36, 1669494696,  10.870,  13.964,  -0.068,  0.9999,  0.9983,  13.965,  14.165, 0,
unit_h, 2022-11-26T17:01:36, 1669496496,  10.557,  13.796,  -0.203,  0.9998,  0.9972,  13.798,  13.998, 0,
unit_h, 2022-11-26T17:31:36, 1669498296,  10.182,  13.637,  -0.137,  0.9999,  0.9953,  13.638,  13.643, 0,
unit_h, 2022-11-26T18:01:37, 1669500097,   9.807,  13.563,  -0.137,  0.9999,  0.9943,  13.565,  13.566, 0,
unit_h, 2022-11-26T18:31:37, 1669501897,   9.432,  13.464,  -0.137,  0.9999,  0.9933,  13.466,  13.467, 0,
unit_h, 2022-11-26T19:01:37, 1669503697,   9.120,  13.430,  -0.203,  0.9999,  0.9924,  13.432,  13.432, 0,
unit_h, 2022-11-26T19:31:37, 1669505497,   8.870,  13.352,  -0.137,  0.9999,  0.9918,  13.354,  13.355, 0,
unit_h, 2022-11-26T20:01:37, 1669507297,   8.620,  13.322,  -0.137,  0.9999,  0.9912,  13.324,  13.325, 0,
unit_h, 2022-11-26T20:31:37, 1669509097,   8.432,  13.279,  -0.137,  0.9999,  0.9908,  13.281,  13.282, 0,
unit_h, 2022-11-26T21:01:37, 1669510897,   8.245,  13.262,  -0.203,  0.9999,  0.9904,  13.264,  13.265, 0,
unit_h, 2022-11-26T21:31:37, 1669512697,   7.993,  13.223,  -0.137,  0.9999,  0.9901,  13.226,  13.227, 0,
unit_h, 2022-11-26T22:01:37, 1669514497,   7.743,  13.210,  -0.203,  0.9999,  0.9866,  13.213,  13.213, 0,
unit_h, 2022-11-26T22:31:37, 1669516297,   7.493,  13.193,  -0.137,  0.9999,  0.9694,  13.195,  13.196, 0,
unit_h, 2022-11-26T23:01:38, 1669518098,   7.307,  13.197,  -0.137,  0.9998,  0.9536,  13.199,  13.201, 0,
unit_h, 2022-11-26T23:31:38, 1669519898,   7.118,  13.189,  -0.203,  0.9998,  0.9417,  13.192,  13.193, 0,
unit_h, 2022-11-27T00:01:38, 1669521698,   6.868,  13.180,  -0.203,  0.9999,  0.9357,  13.182,  13.183, 0,
unit_h, 2022-11-27T00:31:38, 1669523498,   6.618,  13.189,  -0.203,  0.9999,  0.9312,  13.192,  13.193, 0,
unit_h, 2022-11-27T01:01:38, 1669525298,   6.368,  13.180,  -0.203,  0.9999,  0.9268,  13.182,  13.183, 0,
unit_h, 2022-11-27T01:31:38, 1669527098,   6.118,  13.193,  -0.203,  0.9999,  0.9249,  13.196,  13.197, 0,
unit_h, 2022-11-27T02:01:38, 1669528898,   5.993,  13.176,  -0.203,  0.9998,  0.9236,  13.178,  13.179, 0,
unit_h, 2022-11-27T02:31:38, 1669530698,   5.868,  13.189,  -0.203,  0.9996,  0.9252,  13.192,  13.193, 0,
unit_h, 2022-11-27T03:01:38, 1669532498,   5.682,  13.176,  -0.203,  0.9997,  0.9249,  13.178,  13.179, 0,
unit_h, 2022-11-27T03:31:38, 1669534298,   5.432,  13.176,  -0.203,  0.9999,  0.9231,  13.178,  13.179, 0,
unit_h, 2022-11-27T04:01:38, 1669536098,   5.243,  13.189,  -0.203,  0.9998,  0.9267,  13.192,  13.193, 0,
unit_h, 2022-11-27T04:31:39, 1669537899,   4.993,  13.180,  -0.203,  0.9999,  0.9244,  13.182,  13.183, 0,
unit_h, 2022-11-27T05:01:39, 1669539699,   4.743,  13.189,  -0.203,  0.9999,  0.9254,  13.192,  13.193, 0,
unit_h, 2022-11-27T05:31:39, 1669541499,   4.493,  13.102,  -3.415,  0.9991,  0.9223,  13.135,  13.142, 0,
unit_h, 2022-11-27T11:45:28, 1669563928,  10.375,  14.382,   0.330,  1.0000,  1.0000,  14.377,  14.578, 0,
unit_h, 2022-11-27T12:14:04, 1669565644,  11.250,  14.403,   0.330,  1.0000,  1.0000,  14.399,  14.599, 0,
unit_h, 2022-11-27T12:44:04, 1669567444,  12.125,  14.408,   0.263,  1.0000,  1.0000,  14.404,  14.604, 0,
unit_h, 2022-11-27T13:14:04, 1669569244,  12.812,  14.412,   0.398,  1.0000,  1.0000,  14.408,  14.607, 0,
unit_h, 2022-11-27T13:44:05, 1669571045,  13.375,  14.390,   0.263,  1.0000,  1.0000,  14.387,  14.587, 0,
unit_h, 2022-11-27T14:14:05, 1669572845,  13.812,  14.412,   0.330,  1.0000,  1.0000,  14.408,  14.608, 0,
unit_h, 2022-11-27T14:44:05, 1669574645,  14.250,  14.390,   0.330,  1.0000,  1.0000,  14.387,  14.587, 0,
unit_h, 2022-11-27T15:14:05, 1669576445,  14.500,  14.412,   0.263,  1.0000,  1.0000,  14.408,  14.608, 0,
unit_h, 2022-11-27T15:44:05, 1669578245,  14.750,  14.386,   0.197,  1.0000,  1.0000,  14.383,  14.583, 0,
unit_h, 2022-11-27T16:14:05, 1669580045,  14.682,  14.020,  -0.068,  1.0000,  0.9984,  14.021,  14.221, 0,
unit_h, 2022-11-27T16:44:05, 1669581845,  13.995,  13.783,  -0.068,  1.0000,  0.9971,  13.784,  13.984, 0,
unit_h, 2022-11-27T17:14:05, 1669583645,  13.307,  13.676,  -0.137,  0.9999,  0.9953,  13.678,  13.688, 0,
unit_h, 2022-11-27T17:44:05, 1669585445,  12.682,  13.555,  -0.137,  0.9999,  0.9942,  13.557,  13.557, 0,
unit_h, 2022-11-27T18:14:05, 1669587245,  12.182,  13.495,  -0.137,  0.9999,  0.9932,  13.497,  13.497, 0,
unit_h, 2022-11-27T18:44:05, 1669589045,  11.682,  13.412,  -0.137,  0.9999,  0.9925,  13.414,  13.415, 0,
unit_h, 2022-11-27T19:14:06, 1669590846,  11.370,  13.374,  -0.137,  0.9999,  0.9918,  13.376,  13.377, 0,
unit_h, 2022-11-27T19:44:06, 1669592646,  11.120,  13.313,  -0.137,  0.9999,  0.9912,  13.316,  13.316, 0,
unit_h, 2022-11-27T20:14:06, 1669594446,  10.995,  13.293,  -0.137,  0.9998,  0.9909,  13.294,  13.294, 0,
unit_h, 2022-11-29T09:15:11, 1669727711,  10.995,  13.154,  -1.943,  0.2278,  0.0000,  13.162,  13.462, 0,
hist,  date,                time,    Tb, Vb, Ib, soc, soc_ekf, Voc_dyn, Voc_stat, falw,



retained parameters (rp):
             defaults    current SRAM values
 isum                           18 tbl ptr
 t_last          25.00       9.99 dg C
 t_last_sim      25.00      10.00 dg C
 delta_q           0.0        0.0 *Ca<>, C
 dq_sim            0.0      -11.9 *Ca<>, *Cm<>, C
 shunt_gn_slr    1.000      1.000 ?
 debug               0          0 *v<>
 scale_amp       0.984      0.984 *SA<>
 bias_amp       -0.940     -0.940 *DA<>
 scale_noa       1.033      1.033 *SB<>
 bias_noa       -0.170     -0.170 *DB<>
 ib_bias_all     0.000      0.000 *Di<> A
 ib_select           1          1 *s<> -1=noa, 0=auto, 1=amp
 Vb_bias_hdwe         0.000      0.000 *Dv<>,*Dc<> V
 modeling            0          0 *Xm<>
 inj amp         0.000      0.000 *Xa<> A pk
 inj frq         0.000      0.000 *Xf<> r/s
 inj typ             0          0 *Xt<> 1=sin, 2=sq, 3=tri
 inj_bias        0.000      0.000 *Xb<> A
 Tb_bias_hdwe    0.000      0.000 *Dt<> dg C
 s_cap_model     1.000      1.000 *Sc<>
 cut_gn_slr      1.000      1.000 *Sk<>
 hys_scale       1.000      1.000 *Sh<>
 nP              1.000      1.000 *BP<> eg '2P1S'
 nS              1.000      1.000 *BP<> eg '2P1S'
 mon chem            0          0 *Bm<> 0=Battle, 1=LION
 sim chem            0          0 *Bs<>
 sclr vb         1.000      1.000 *SV<>


command parameters(cp):
 model_cutback=1;
 model_saturated=1;
 soft_reset=0;
 write_summary=0;
 ib_tot_bias_amp= -0.940;
 ib_tot_bias_noa= -0.170;
 dc_dc_on=0;
 publishS=1;
 print_mult=1;
 tb_bias_mod=  0.000;
 s_t_sat=  1.000;
 eframe_mult=20;
 fake_faults=1;
echo: Q, 0
ib_amp_fail = 0,
ib_noa_fail = 0,
vb_fail = 0,
Tb  =   9.991,
Vb  =  13.168,
Voc =  21.280,
voc_filt  =  21.330,
Vsat =  13.740,
Ib  =  -1.609,
soc_m =   1.0000,
soc_ekf=   0.0097,
soc =   1.0000,
modeling = 0,
echo: Pf, 0

Sen::
Fault:
 cc_diff   -0.990  thr=  0.200 Fc^
 ib_diff    0.154  thr= 10.000 Fd^
 e_wrap    -7.256  thr=-393.600 Fo^393.600 Fi^
 ib_quiet   0.014  thr=  0.005 Fq v

 soc    1.000  voc  21.261  voc_soc  14.458
 dis_tb_fa 0  dis_vb_fa 0  dis_ib_fa 0
 bms_off   0

 Tbh= 10.000  Tbm=  9.991
 Vbh  13.155  Vbm   6.139
 imh  -1.609  imm  -1.609
 inh  -1.770  inm  -1.609

 mod_tb  0  mod_vb  0  mod_ib  0
 tb_s_st 1  vb_s_st 1  ib_s_st 1
 fake_faults 1 latched_fail 1 latched_fail_fake 0 preserving 0

 bare n  0  x 
 bare m  0  x 
 ib_dsc  0  0 'Fq v'
 ibd_lo  0  0 'Fd ^  *SA/*SB'
 ibd_hi  0  0 'Fd ^  *SA/*SB'
 red wv  0  0   'Fd, Fi/Fo ^'
 wl      0  0 'Fo ^'
 wh      0  0 'Fi ^'
 cc_dif  x  1 'Fc ^'
 ib n    0  0 'Fi 1'
 ib m    0  0 'Fi 1'
 vb      0  0 'Fv 1  *SV, *Dc/*Dv'
 tb      0  0 'Ft 1'
  0000000000000   00000010000
  CBA98765x3210 xxA9876543210
  fltw=0     falw=16
fake_faults=>redlecho: Rf, 4
echo: Rf, 0
Reset latches
reset ib flt
reset vb flts
reset tb flts
Rf1
reset ib flt
reset vb flts
reset tb flts
Rf2
reset ib flt
reset vb flts
reset tb flts
echo: Pf, 4
echo: Pf, 0

Fault:
 cc_diff   -0.990  thr=  0.200 Fc^
 ib_diff    0.100  thr= 10.000 Fd^
 e_wrap    -6.265  thr=-393.600 Fo^393.600 Fi^
 ib_quiet   0.017  thr=  0.005 Fq v

 soc    1.000  voc  20.361  voc_soc  14.455
 dis_tb_fa 0  dis_vb_fa 0  dis_ib_fa 0
 bms_off   0

 Tbh= 10.000  Tbm=  9.986
 Vbh  13.146  Vbm   7.032
 imh  -1.542  imm  -1.542
 inh  -1.770  inm  -1.542

 mod_tb  0  mod_vb  0  mod_ib  0
 tb_s_st 1  vb_s_st 1  ib_s_st 1
 fake_faults 1 latched_fail 1 latched_fail_fake 0 preserving 0

 bare n  0  x 
 bare m  0  x 
 ib_dsc  0  0 'Fq v'
 ibd_lo  0  0 'Fd ^  *SA/*SB'
 ibd_hi  0  0 'Fd ^  *SA/*SB'
 red wv  0  0   'Fd, Fi/Fo ^'
 wl      0  0 'Fo ^'
 wh      0  0 'Fi ^'
 cc_dif  x  1 'Fc ^'
 ib n    0  0 'Fi 1'
 ib m    0  0 'Fi 1'
 vb      0  0 'Fv 1  *SV, *Dc/*Dv'
 tb      0  0 'Ft 1'
  0000000000000   00000010000
  CBA98765x3210 xxA9876543210
  fltw=0     falw=16
fake_faults=>redlecho: v2, 4
echo: v2, 0
unit_sel, 63173610.947, 0, 1,  -0.9903060,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13325,   14.41691,-3.59003,-3.70779,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.16344,9.56475, 0, 13.16344,  10.06,10.06, 0,  9.99, 0, 16,   0.039,  -0.009, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173610.947, 0, 0, 10.06250,10.06250, 13.73997,14.41686,-4.65211,9.56475,  -1.542, -1.609, -1.609,-16.218,  1,      -79.9,   0.99976, 0, 
unit,               hm,                  cTime,       dt,       chm,sat,sel,mod,bmso, Tb,  Vb,  Ib,   Ib_charge, ioc,  voc_soc,    Vsat,dV_dyn,Voc_stat,Voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,
unit_m,  c_time,       chm_s, bmso_s, Tb_s,Tbl_s,  vsat_s, voc_stat_s, dv_dyn_s, vb_s, ib_s, ib_in_s, ib_charge_s, ioc_s, sat_s, dq_s, soc_s, reset_s,
unit_s,c_time,res,user_sel,   cc_dif,  ibmh,ibnh,ibmm,ibnm,ibm,   ib_diff, ib_diff_f,    voc_soc,e_w,e_w_f,  ib_sel,Ib_h,Ib_s,mib,Ib, vb_sel,Vb_h,Vb_s,mvb,Vb,  Tb_h,Tb_s,mtb,Tb_f,   fltw, falw, ib_rate, ib_quiet, tb_sel, ccd_thr, ewh_thr, ewl_thr, ibd_thr, ibq_thr, preserving,
soc0_20221028, 2022-11-29T09:17:22,  63173610.947, 0.100,   0,  1,  1,  0,  0, 10.0,13.163,    -1.609,    -1.609,   -16.218,14.41683,    13.73997,-4.64670,18.01015,4.00000,  14.062019, 0.99976,0.00945,0.99976,
